rva	klass	shape	arg_type	subsystem	size	reason
005bd6f0	STATE	-	-	audio	748	STATE: reads live global / derefs arg → needs booted game
005bd9e0	STATE	-	-	audio	115	STATE: reads live global / derefs arg → needs booted game
005bdad0	STATE	-	-	audio	407	STATE: reads live global / derefs arg → needs booted game
005bdc70	STATE	-	-	audio	140	STATE: reads live global / derefs arg → needs booted game
005bde70	STATE	-	-	audio	120	STATE: reads live global / derefs arg → needs booted game
005bdef0	STATE	-	-	audio	79	STATE: reads live global / derefs arg → needs booted game
005bdf40	STATE	-	-	audio	162	STATE: reads live global / derefs arg → needs booted game
005bdff0	STATE	-	-	audio	135	STATE: reads live global / derefs arg → needs booted game
005be080	STATE	-	-	audio	111	STATE: reads live global / derefs arg → needs booted game
005be0f0	STATE	-	-	audio	71	STATE: reads live global / derefs arg → needs booted game
005be160	MANUAL	-	-	audio	40	MANUAL: unrecognized leaf shape
005be1b0	STATE	-	-	audio	61	STATE: reads live global / derefs arg → needs booted game
005be260	STATE	-	-	audio	481	STATE: reads live global / derefs arg → needs booted game
005be450	MANUAL	-	-	audio	116	MANUAL: unrecognized leaf shape
005be540	STATE	-	-	audio	171	STATE: reads live global / derefs arg → needs booted game
005be5f0	STATE	-	-	audio	64	STATE: reads live global / derefs arg → needs booted game
005be630	STATE	-	-	audio	67	STATE: reads live global / derefs arg → needs booted game
005be720	STATE	-	-	audio	99	STATE: reads live global / derefs arg → needs booted game
005be8c0	STATE	-	-	audio	110	STATE: reads live global / derefs arg → needs booted game
005be940	STATE	-	-	audio	70	STATE: reads live global / derefs arg → needs booted game
005be990	STATE	-	-	audio	89	STATE: reads live global / derefs arg → needs booted game
005be9f0	STATE	-	-	audio	111	STATE: reads live global / derefs arg → needs booted game
005beaa0	STATE	-	-	audio	52	STATE: reads live global / derefs arg → needs booted game
005beae0	STATE	-	-	audio	108	STATE: reads live global / derefs arg → needs booted game
005beba0	STATE	-	-	audio	101	STATE: reads live global / derefs arg → needs booted game
005bec10	STATE	-	-	audio	124	STATE: reads live global / derefs arg → needs booted game
005bedc0	STATE	-	-	audio	69	STATE: reads live global / derefs arg → needs booted game
005bef20	STATE	-	-	audio	52	STATE: reads live global / derefs arg → needs booted game
005bf000	STATE	-	-	audio	66	STATE: reads live global / derefs arg → needs booted game
005bf050	STATE	-	-	audio	99	STATE: reads live global / derefs arg → needs booted game
005bf0c0	STATE	-	-	audio	145	STATE: reads live global / derefs arg → needs booted game
005bf160	STATE	-	-	audio	198	STATE: reads live global / derefs arg → needs booted game
005bf230	STATE	-	-	audio	275	STATE: reads live global / derefs arg → needs booted game
005bf350	MANUAL	-	-	audio	31	no-clean-ret (multi-exit/tail)
005bf370	MANUAL	-	-	audio	71	MANUAL: unrecognized leaf shape
005bf470	STATE	-	-	audio	94	STATE: reads live global / derefs arg → needs booted game
005bf4d0	STATE	-	-	audio	108	STATE: reads live global / derefs arg → needs booted game
005bf610	STATE	-	-	audio	79	STATE: reads live global / derefs arg → needs booted game
005bf670	MANUAL	-	-	audio	17	no-clean-ret (multi-exit/tail)
005bf690	MANUAL	-	-	audio	60	MANUAL: unrecognized leaf shape
005bf6d0	STATE	-	-	audio	61	STATE: reads live global / derefs arg → needs booted game
005bf710	STATE	-	-	audio	192	STATE: reads live global / derefs arg → needs booted game
005bf8a0	STATE	-	-	audio	73	STATE: reads live global / derefs arg → needs booted game
005bf8f0	STATE	-	-	audio	290	STATE: reads live global / derefs arg → needs booted game
005bfa20	STATE	-	-	audio	32	STATE: reads live global / derefs arg → needs booted game
005bfa40	STATE	-	-	audio	108	STATE: reads live global / derefs arg → needs booted game
005bfb20	STATE	-	-	audio	97	STATE: reads live global / derefs arg → needs booted game
005bfb90	STATE	-	-	audio	30	STATE: reads live global / derefs arg → needs booted game
005bfd10	STATE	-	-	audio	136	STATE: reads live global / derefs arg → needs booted game
005bfe60	STATE	-	-	audio	102	STATE: reads live global / derefs arg → needs booted game
005bfed0	STATE	-	-	audio	81	STATE: reads live global / derefs arg → needs booted game
005bff40	STATE	-	-	audio	293	STATE: reads live global / derefs arg → needs booted game
005c0140	STATE	-	-	third-party-library[msvc-crt-tail]	166	STATE: reads live global / derefs arg → needs booted game
005c01f0	STATE	-	-	third-party-library[msvc-crt-tail]	81	STATE: reads live global / derefs arg → needs booted game
005c0250	STATE	-	-	third-party-library[msvc-crt-tail]	65	STATE: reads live global / derefs arg → needs booted game
005c02a0	STATE	-	-	third-party-library[msvc-crt-tail]	24	STATE: reads live global / derefs arg → needs booted game
005c02c0	STATE	-	-	third-party-library[msvc-crt-tail]	95	STATE: reads live global / derefs arg → needs booted game
005c0320	MANUAL	-	-	third-party-library[msvc-crt-tail]	63	MANUAL: unrecognized leaf shape
005c0360	STATE	-	-	third-party-library[msvc-crt-tail]	300	STATE: reads live global / derefs arg → needs booted game
005c0490	STATE	-	-	third-party-library[msvc-crt-tail]	361	STATE: reads live global / derefs arg → needs booted game
005c0600	STATE	-	-	third-party-library[msvc-crt-tail]	221	STATE: reads live global / derefs arg → needs booted game
005c06e0	STATE	-	-	third-party-library[msvc-crt-tail]	77	STATE: reads live global / derefs arg → needs booted game
005c0730	STATE	-	-	third-party-library[msvc-crt-tail]	113	STATE: reads live global / derefs arg → needs booted game
005c07f0	STATE	-	-	third-party-library[msvc-crt-tail]	113	STATE: reads live global / derefs arg → needs booted game
005c0c20	STATE	-	-	third-party-library[msvc-crt-tail]	110	STATE: reads live global / derefs arg → needs booted game
005c0c90	STATE	-	-	third-party-library[msvc-crt-tail]	65	STATE: reads live global / derefs arg → needs booted game
005c0d40	STATE	-	-	third-party-library[msvc-crt-tail]	116	STATE: reads live global / derefs arg → needs booted game
005c0dc0	STATE	-	-	third-party-library[msvc-crt-tail]	52	STATE: reads live global / derefs arg → needs booted game
005c0e00	STATE	-	-	third-party-library[msvc-crt-tail]	63	STATE: reads live global / derefs arg → needs booted game
005c0e40	AUTO	ptr_fields_clear offs=['0x1c', '0x20', '0x24', '0x48', '0x14', '0x10', '0x18', '0xc', '0x44']	ptr_fields_clear	third-party-library[msvc-crt-tail]	34	*(uint32_t*)((char*)p + 0x1c) = 0; *(uint32_t*)((char*)p + 0x20) = 0; *(uint32_t*)((char*)p + 0x24) = 0; *(uint32_t*)((char*)p + 0x48) = 0; *(uint32_t*)((char*)p + 0x14) = 0; *(uint32_t*)((char*)p + 0x10) = 0; *(uint32_t*)((char*)p + 0x18) = 0; *(uint32_t*)((char*)p + 0xc) = 0; *(uint32_t*)((char*)p + 0x44) = 0;
005c0e70	STATE	-	-	third-party-library[msvc-crt-tail]	65	STATE: reads live global / derefs arg → needs booted game
005c0ec0	MANUAL	-	-	third-party-library[msvc-crt-tail]	46	MANUAL: unrecognized leaf shape
005c0ef0	STATE	-	-	third-party-library[msvc-crt-tail]	103	STATE: reads live global / derefs arg → needs booted game
005c1140	STATE	-	-	third-party-library[msvc-crt-tail]	239	STATE: reads live global / derefs arg → needs booted game
005c1380	STATE	-	-	third-party-library[msvc-crt-tail]	52	STATE: reads live global / derefs arg → needs booted game
005c13c0	MANUAL	-	-	third-party-library[msvc-crt-tail]	89	MANUAL: unrecognized leaf shape
005c1420	STATE	-	-	third-party-library[msvc-crt-tail]	81	STATE: reads live global / derefs arg → needs booted game
005c1480	STATE	-	-	third-party-library[msvc-crt-tail]	50	STATE: reads live global / derefs arg → needs booted game
005c14c0	STATE	-	-	third-party-library[msvc-crt-tail]	83	STATE: reads live global / derefs arg → needs booted game
005c1520	STATE	-	-	third-party-library[msvc-crt-tail]	24	STATE: reads live global / derefs arg → needs booted game
005c1540	STATE	-	-	third-party-library[msvc-crt-tail]	95	STATE: reads live global / derefs arg → needs booted game
005c1770	MANUAL	-	-	third-party-library[msvc-crt-tail]	86	MANUAL: unrecognized leaf shape
005c17d0	STATE	-	-	third-party-library[msvc-crt-tail]	17	STATE: reads live global / derefs arg → needs booted game
005c1920	MANUAL	-	-	third-party-library[msvc-crt-tail]	6	no-clean-ret (multi-exit/tail)
005c1926	MANUAL	-	-	third-party-library[msvc-crt-tail]	6	no-clean-ret (multi-exit/tail)
005c192c	STATE	-	-	third-party-library[msvc-crt-tail]	276	STATE: reads live global / derefs arg → needs booted game
005c1a40	STATE	-	-	third-party-library[msvc-crt-tail]	631	STATE: reads live global / derefs arg → needs booted game
005c1cb7	MANUAL	-	-	third-party-library[msvc-crt-tail]	29	MANUAL: unrecognized leaf shape
005c1cd4	STATE	-	-	third-party-library[msvc-crt-tail]	143	STATE: reads live global / derefs arg → needs booted game
005c1d63	MANUAL	-	-	boot	63	MANUAL: unrecognized leaf shape
005c1da2	MANUAL	-	-	boot	10	MANUAL: unrecognized leaf shape
005c1dac	MANUAL	-	-	boot	39	MANUAL: unrecognized leaf shape
005c1dd3	MANUAL	-	-	boot	84	MANUAL: unrecognized leaf shape
005c1e27	MANUAL	-	-	boot	10	MANUAL: unrecognized leaf shape
005c1e31	MANUAL	-	-	boot	111	no-clean-ret (multi-exit/tail)
005c1ea0	MANUAL	-	-	boot	120	no-clean-ret (multi-exit/tail)
005c1f1c	STATE	-	-	boot	123	STATE: reads live global / derefs arg → needs booted game
005c1f97	STATE	-	-	boot	142	STATE: reads live global / derefs arg → needs booted game
005c2025	MANUAL	-	-	boot	41	no-clean-ret (multi-exit/tail)
005c2090	STATE	-	-	boot	285	STATE: reads live global / derefs arg → needs booted game
005c21ba	MANUAL	-	-	boot	10	no-clean-ret (multi-exit/tail)
005c21e2	STATE	-	-	boot	172	STATE: reads live global / derefs arg → needs booted game
005c228e	STATE	-	-	boot	13	STATE: reads live global / derefs arg → needs booted game
005c229b	STATE	-	-	boot	34	STATE: reads live global / derefs arg → needs booted game
005c22bd	MANUAL	-	-	boot	52	MANUAL: unrecognized leaf shape
005c2300	MANUAL	-	-	boot	309	MANUAL: unrecognized leaf shape
005c2435	STATE	-	-	boot	57	STATE: reads live global / derefs arg → needs booted game
005c2470	STATE	-	-	boot	109	STATE: reads live global / derefs arg → needs booted game
005c24e0	STATE	-	-	boot	643	STATE: reads live global / derefs arg → needs booted game
005c2770	MANUAL	-	-	boot	31	MANUAL: unrecognized leaf shape
005c278f	STATE	-	-	boot	87	STATE: reads live global / derefs arg → needs booted game
005c27e6	STATE	-	-	boot	56	STATE: reads live global / derefs arg → needs booted game
005c281e	STATE	-	-	boot	201	STATE: reads live global / derefs arg → needs booted game
005c28e7	STATE	-	-	boot	34	STATE: reads live global / derefs arg → needs booted game
005c29cb	STATE	-	-	boot	67	STATE: reads live global / derefs arg → needs booted game
005c2a0e	STATE	-	-	boot	55	STATE: reads live global / derefs arg → needs booted game
005c2a45	MANUAL	-	-	boot	384	no-clean-ret (multi-exit/tail)
005c2bc5	STATE	-	-	boot	447	STATE: reads live global / derefs arg → needs booted game
005c2d84	MANUAL	-	-	boot	23	MANUAL: unrecognized leaf shape
005c2d9b	MANUAL	-	-	boot	62	no-clean-ret (multi-exit/tail)
005c2dd9	STATE	-	-	boot	128	STATE: reads live global / derefs arg → needs booted game
005c2e79	STATE	-	-	boot	145	STATE: reads live global / derefs arg → needs booted game
005c2f0a	STATE	-	-	boot	28	STATE: reads live global / derefs arg → needs booted game
005c2f26	STATE	-	-	boot	50	STATE: reads live global / derefs arg → needs booted game
005c2f58	STATE	-	-	boot	22	STATE: reads live global / derefs arg → needs booted game
005c2f70	MANUAL	-	-	boot	20	MANUAL: unrecognized leaf shape
005c2f84	MANUAL	-	-	boot	9	no-clean-ret (multi-exit/tail)
005c2f8d	MANUAL	-	-	boot	62	no-clean-ret (multi-exit/tail)
005c302a	STATE	-	-	boot	354	STATE: reads live global / derefs arg → needs booted game
005c318c	STATE	-	-	boot	66	STATE: reads live global / derefs arg → needs booted game
005c31d0	STATE	-	-	boot	155	STATE: reads live global / derefs arg → needs booted game
005c326b	STATE	-	-	boot	209	STATE: reads live global / derefs arg → needs booted game
005c3340	MANUAL	-	-	boot	62	no-clean-ret (multi-exit/tail)
005c337e	MANUAL	-	-	boot	61	no-clean-ret (multi-exit/tail)
005c33bb	STATE	-	-	boot	72	STATE: reads live global / derefs arg → needs booted game
005c3403	MANUAL	-	-	boot	7	no-clean-ret (multi-exit/tail)
005c340a	MANUAL	-	-	boot	327	no-clean-ret (multi-exit/tail)
005c3551	MANUAL	-	-	boot	51	MANUAL: unrecognized leaf shape
005c3584	MANUAL	-	-	boot	60	MANUAL: unrecognized leaf shape
005c35c0	STATE	-	-	boot	22	STATE: reads live global / derefs arg → needs booted game
005c35d6	STATE	-	-	boot	2728	STATE: reads live global / derefs arg → needs booted game
005c4180	MANUAL	-	-	boot	24	MANUAL: unrecognized leaf shape
005c419e	STATE	-	-	boot	671	STATE: reads live global / derefs arg → needs booted game
005c4440	STATE	-	-	boot	263	STATE: reads live global / derefs arg → needs booted game
005c4547	MANUAL	-	-	boot	192	no-clean-ret (multi-exit/tail)
005c4607	STATE	-	-	boot	43	STATE: reads live global / derefs arg → needs booted game
005c4640	MANUAL	-	-	boot	34	MANUAL: unrecognized leaf shape
005c4670	STATE	-	-	boot	263	STATE: reads live global / derefs arg → needs booted game
005c4780	MANUAL	-	-	boot	34	MANUAL: unrecognized leaf shape
005c47b0	STATE	-	-	boot	34	STATE: reads live global / derefs arg → needs booted game
005c47e0	STATE	-	-	boot	710	STATE: reads live global / derefs arg → needs booted game
005c4ab0	STATE	-	-	boot	23	STATE: reads live global / derefs arg → needs booted game
005c4ad0	STATE	-	-	boot	205	STATE: reads live global / derefs arg → needs booted game
005c4ba0	AUTO	ptr_fields_clear offs=['0x4']	ptr_fields_clear	boot	12	*(uint32_t*)((char*)p + 0x4) = 0;
005c4bb0	STATE	-	-	boot	166	STATE: reads live global / derefs arg → needs booted game
005c4c60	STATE	-	-	boot	186	STATE: reads live global / derefs arg → needs booted game
005c4d20	STATE	-	-	boot	12	STATE: reads live global / derefs arg → needs booted game
005c4d50	STATE	-	-	boot	69	STATE: reads live global / derefs arg → needs booted game
005c4da0	STATE	-	-	boot	69	STATE: reads live global / derefs arg → needs booted game
005c4df0	STATE	-	-	boot	17	STATE: reads live global / derefs arg → needs booted game
005c4e10	STATE	-	-	boot	16	STATE: reads live global / derefs arg → needs booted game
005c4e20	STATE	-	-	boot	383	STATE: reads live global / derefs arg → needs booted game
005c4fa0	STATE	-	-	boot	416	STATE: reads live global / derefs arg → needs booted game
005c5780	STATE	-	-	boot	4178	STATE: reads live global / derefs arg → needs booted game
005c6b40	AUTO	ptr_fields_clear offs=['0x0', '0xc', '0x10', '0x4', '0x8']	ptr_fields_clear	boot	21	*(uint32_t*)((char*)p + 0x0) = 0; *(uint32_t*)((char*)p + 0xc) = 0; *(uint32_t*)((char*)p + 0x10) = 0; *(uint32_t*)((char*)p + 0x4) = 0; *(uint32_t*)((char*)p + 0x8) = 0;
005c6bb0	MANUAL	-	-	boot	36	MANUAL: unrecognized leaf shape
005c6cc0	STATE	-	-	boot	603	STATE: reads live global / derefs arg → needs booted game
005c7070	STATE	-	-	audio	92	STATE: reads live global / derefs arg → needs booted game
005c7330	STATE	-	-	audio	449	STATE: reads live global / derefs arg → needs booted game
005c7570	STATE	-	-	audio	53	STATE: reads live global / derefs arg → needs booted game
005c75c0	STATE	-	-	audio	71	STATE: reads live global / derefs arg → needs booted game
005c7990	MANUAL	-	-	audio	36	MANUAL: unrecognized leaf shape
005c7a90	STATE	-	-	audio	617	STATE: reads live global / derefs arg → needs booted game
005c7ee0	MANUAL	-	-	audio	160	MANUAL: unrecognized leaf shape
005c7f80	MANUAL	-	-	audio	37	MANUAL: unrecognized leaf shape
005c7fb0	MANUAL	-	-	audio	46	MANUAL: unrecognized leaf shape
005c7fe0	MANUAL	-	-	audio	46	MANUAL: unrecognized leaf shape
005c8120	STATE	-	-	audio	618	STATE: reads live global / derefs arg → needs booted game
005c88b0	MANUAL	-	-	audio	21	no-clean-ret (multi-exit/tail)
005c8910	STATE	-	-	audio	98	STATE: reads live global / derefs arg → needs booted game
